|word|wordcount
313|рф владимир|5
314|утром июня|5
315|гу мчс|5
316|службе мвд|5
317|июня среду|5
318|опрос вциом|5
319|плохой погоды|5
320|подавляющее большинство|5
321|новости ведомости|5
322|лидер лдпр|5
323|госдума приняла|5
324|миллиона баррелей|5
325|боевых действий|5
326|сведениям очевидцев|5
327|игорь волков|5
328|уклонении уплаты|5
329|местные жители|5
330|экспортеров нефти|5
331|администрации президента|5
332|оказать давление|5
333|приводит интерфакс|5
334|возбудили уголовное|5
335|каждого населения|5
336|газета фукусима|5
337|процента бюллетеней|5
338|четверг среду|5
339|воскресенье ноября|5
340|генеральная прокуратура|5
341|июня четверг|5
342|совета безопасности|5
343|сергей кириенко|5
344|российских городах|5
345|максимальное наказание|5
346|мнение высказал|5
347|главного управления|5
348|пресс службы|5
349|мид рф|5
350|медведев заявил|5
351|президента чечни|5
352|конце апреля|5
353|главы государства|5
354|составляет миллиона|5
355|сборной германии|5
356|новости газета|5
357|огнестрельного оружия|5
358|борис немцов|5
359|членов экипажа|5
360|сша джордж|5
361|отношении российских|5
362|котором проведены|5
363|члены суда|5
364|президентские выборы|5
365|матче финала|5
366|сергей убежден|5
367|сделки составляет|5
368|усилить охрану|5
369|применением насилия|5
370|премьер аркадий|5
371|утром четверг|5
372|участие долларов|5
373|верховный суд|5
374|рамках борьбы|5
375|мировом рынке|5
376|вечером воскресенье|5
377|начато расследование|5
378|воскресенье февраля|5
379|начале мая|5
380|пожизненное заключение|5
381|футбольного клуба|5
382|суд правам|5
383|спасательных работах|5
384|телефонном мероприятий|5
385|россии россии|5
386|заседание совета|5
387|тура чемпионата|5
388|общая сумма|5
389|министр иностранных|5
390|бин ладен|5
391|стоит отметить|5
392|инцидента погиб|5
393|населенный пункт|5
394|российские дипломаты|5
395|мчс рф|5
396|результате крае|5
397|среди задержанных|5
398|стоимость составила|5
399|американских военнослужащих|5
400|ядерного оружия|5
401|процента опрошенных|5
402|сергей нарышкин|5
403|прошлой неделе|5
404|верховного суда|5
405|москвы эхо|5
406|заявил россии|5
407|число погибших|5
408|военное ведомство|5
409|газета коммерсантъ|5
410|погиб тяжелом|5
411|пресс релиз|5
412|ссылкой пресс|5
413|скорой помощи|4
414|открытое письмо|4
415|участие котором|4
416|информации риа|4
417|мнению тимошенко|4
418|граждан россии|4
419|пенсионный фонд|4
420|государственной думы|4
421|обороны россии|4
422|алкогольного опьянения|4
423|александр турчинов|4
424|слушание делу|4
425|выросла процента|4
426|официальных документах|4
427|окружающей среды|4
428|ходе голосования|4
429|апреля сообщалось|4
430|деловой активности|4
431|грозит пожизненное|4
432|радио свобода|4
433|счет снижения|4
434|тротиловом эквиваленте|4
435|скп рф|4
436|российских истребителей|4
437|пожизненному заключению|4
438|встреча прошла|4
439|субботу апреля|4
440|июня сообщалось|4
441|закон предусматривает|4
442|получил тяжелые|4
443|обороны рф|4
444|рада приняла|4
445|ходе дискуссии|4
446|дефицит бюджета|4
447|рауль кастро|4
448|составила процента|4
449|мария шарапова|4
450|бывшего президента|4
451|представитель генпрокуратуры|4
452|информации сми|4
453|задержан полицией|4
454|арсений яценюк|4
455|утром декабря|4
456|результате сильного|4
457|воронежской области|4
458|национальной безопасности|4
459|й минуте|4
460|обеих компаний|4
461|своем намерении|4
462|сотрудники мвд|4
463|чрезвычайной ситуации|4
464|военной службе|4
465|белого дома|4
466|парламента рф|4
467|терактов погибли|4
468|спустя минут|4
469|представители полиции|4
470|пресс конференции|4
471|случае июня|4
472|утром воскресенье|4
473|вооруженное противостояние|4
474|начале февраля|4
475|газета коммерсант|4
476|российских компаний|4
477|российский форвард|4
478|составила миллиардов|4
479|среду воскресенье|4
480|середине декабря|4
481|является самым|4
482|миллиона квадратных|4
483|задержанных возбуждены|4
484|наталья поклонская|4
485|российского внешнеполитического|4
486|составила рублей|4
487|представители министерства|4
488|железных дорог|4
489|чемпионата европы|4
490|субботу февраля|4
491|экономического развития|4
492|российских моряков|4
493|юго восточной|4
494|подобный инцидент|4
495|четверг утром|4
496|пятницу апреля|4
497|рф юрий|4
498|воскресенье апреля|4
499|мировой суд|4
500|принять меры|4
501|центре москвы|4
502|планирует принять|4
503|сравнению годом|4
504|врезался здание|4
505|новые правила|4
506|находится состоянии|4
507|иностранных граждан|4
508|цены нефть|4
509|новые санкции|4
510|европейский суд|4
511|передает агентство|4
512|кредитов составляет|4
513|президентской области|4
514|воскресенье четверг|4
515|глава цб|4
516|отношении москвы|4
517|коммерсантъ ведомости|4
518|ходе беспорядков|4
519|итогам рынке|4
520|коммерсант эхо|4
521|аркадий дворкович|4
522|техническим причинам|4
523|церемония вручения|4
524|точки зрения|4
525|говорится заявлении|4
526|большую популярность|4
527|отношении рублей|4
528|цен газ|4
529|задержан машине|4
530|произошел февраля|4
531|факту аварии|4
532|сша россии|4
533|составляет процента|4
534|количество кредитов|4
535|информационного агентства|4
536|впервые речь|4
537|александр овечкин|4
538|заместитель начальника|4
539|вырос процента|4
540|главную роль|4
541|россии дмитрий|4
542|администрация президента|4
543|конца го|4
544|рф наталья|4
545|председатель совета|4
546|местных властей|4
547|общественного транспорта|4
548|прокуратура рф|4
549|чемпионате россии|4
550|рф петра|4
551|писала газета|4
552|штрафу долларов|4
553|результате ранены|4
554|середине января|4
555|парламентских выборов|4
556|результате землетрясения|4
557|европейских футбольных|4
558|подтвердили факт|4
559|стоимость жилья|4
560|качестве компенсации|4
561|особый контроль|4
562|составляет рублей|4
563|февраля среду|4
564|пятницу июня|4
565|присоединения полуострова|4
566|своем блоге|4
567|интер рао|4
568|составляет тысячи|4
569|версии следствия|4
570|смогут принять|4
571|дорожного движения|4
572|ск рф|4
573|вице премьера|4
574|тысячи военнослужащих|4
575|приняли решение|4
576|экстренных службах|4
577|запрещенная россии|4
578|председателем правления|3
579|поста президента|3
580|любом парламенте|3
581|последние годы|3
582|отношении отношении|3
583|конце концов|3
584|глава министерства|3
585|делу убийстве|3
586|безопасности оон|3
587|сборная россии|3
588|глава минэнерго|3
589|ограничительные меры|3
590|российский президент|3
591|крупнейших правоохранительных|3
592|размере долларов|3
593|пульт дежурного|3
594|площадь составляет|3
595|цен нефть|3
596|сообщению риа|3
597|тысячи полицейских|3
598|интерфакс запад|3
599|службы президента|3
600|молодых людей|3
601|данным руководства|3
602|рф заявил|3
603|полномочиями действий|3
604|сумму миллиардов|3
605|начале сентября|3
606|дональд трамп|3
607|ранее интервью|3
608|словам источника|3
609|создании оружия|3
610|доставили здание|3
611|процедура присоединения|3
612|совете федерации|3
613|официальном блоге|3
614|евро процента|3
615|произошел субботу|3
616|звездных войн|3
617|информации агентства|3
618|произошел пожар|3
619|действующий президент|3
620|мирного населения|3
621|данным издания|3
622|мирных граждан|3
623|официального подтверждения|3
624|сша барака|3
625|задержан состоянии|3
626|глава правительства|3
627|поздно вечером|3
628|группового этапа|3
629|требованиям министерства|3
630|результате авиакатастрофы|3
631|сотрудников полиции|3
632|отмечает информагентство|3
633|ходе выборов|3
634|итоговый продукт|3
635|россии сша|3
636|российский бизнесмен|3
637|причины катастрофы|3
638|военной техники|3
639|периодом прошлого|3
640|американской валюты|3
641|пятницу февраля|3
642|словам суд|3
643|ноября глава|3
644|премьер премьер|3
645|суд владимир|3
646|июня годов|3
647|борту судна|3
648|квадратных километров|3
649|течение месяцев|3
650|миллер заявлял|3
651|течение последних|3
652|членов партии|3
653|компания намерена|3
654|проект постановления|3
655|мера пресечения|3
656|сообщили риа|3
657|произошел апреля|3
658|совершено покушение|3
659|британского парламента|3
660|взяла запрещенная|3
661|отношении задержанных|3
662|ходе столкновений|3
663|процента сравнению|3
664|заседании снбо|3
665|начале августа|3
666|рф подтвердили|3
667|среди сторонников|3
668|четверг декабря|3
669|новости источник|3
670|идет деятельности|3
671|области числе|3
672|ходе проверки|3
673|причастность преступлению|3
674|триллиона рублей|3
675|субботу октября|3
676|участие мвд|3
677|российским коллегой|3
678|факту смерти|3
679|антимонопольная служба|3
680|данным оон|3
681|российские теннисистки|3
682|четверг февраля|3
683|удары боевикам|3
684|злоупотреблении полномочиями|3
685|завершился счетом|3
686|представители президента|3
687|лидер заявил|3
688|представители администрации|3
689|сергей собянин|3
690|мвд россии|3
691|проголосовали депутатов|3
692|ходе опроса|3
693|борьбы терроризмом|3
694|температура воздуха|3
695|информации ведомства|3
696|настоящему проголосовали|3
697|грозит наказание|3
698|выполнению минских|3
699|путин напомнил|3
700|отставку президента|3
701|жилой недвижимости|3
702|среду ноября|3
703|москвы владимир|3
704|среду февраля|3
705|службе оон|3
706|торговом центре|3
707|центрального района|3
708|предварительным данным|3
709|составит долларов|3
710|декабря стало|3
711|октября стало|3
712|июня глава|3
713|должность гендиректора|3
714|получили право|3
715|мвд украины|3
716|официальные извинения|3
717|апелляционный суд|3
718|чемпионата страны|3
719|лавров сообщил|3
720|никаких заявлений|3
721|июня россии|3
722|войсками страны|3
723|демократической партии|3
724|тренера провел|3
725|известно глава|3
726|территории страны|3
727|планирует проводить|3
728|бюджетных средств|3
729|декабря субботу|3
730|транспортного средства|3
731|правительстве москвы|3
732|центре города|3
733|принимают участие|3
734|ввели санкции|3
735|российского лидера|3
736|республики войсками|3
737|россии объявил|3
738|процента долларов|3
739|органов получили|3
740|президента виктора|3
741|трое полицейских|3
742|результате врезался|3
743|тяжелом весе|3
744|долларов акцию|3
745|словам президента|3
746|матч завершился|3
747|среди граждан|3
748|случае ноября|3
749|евросети россии|3
750|выиграл бронзу|3
751|газета шереметьево|3
752|украинская эхо|3
753|военного округа|3
754|конце августа|3
755|касьянов заявил|3
756|телефонного разговора|3
757|лесных пожаров|3
758|антон силуанов|3
759|москвы сша|3
760|уполномоченного правам|3
761|сергей шойгу|3
762|россии возбуждено|3
763|сообщил журналистам|3
764|любом районе|3
765|россии сообщил|3
766|находился машине|3
767|внутренние войска|3
768|москвы интерфакс|3
769|генерального секретаря|3
770|депутаты госдумы|3
771|страны сша|3
772|дмитрий песков|3
773|тура группового|3
774|принять участия|3
775|четверг сообщалось|3
776|совета директоров|3
777|отзыва лицензии|3
778|окончательное решение|3
779|александр литвиненко|3
780|находится стадии|3
781|составила тысячи|3
782|автомобиль врезался|3
783|рф анатолий|3
784|проведение выборов|3
785|ранее среду|3
786|долларов миллиарда|3
787|собирается обжаловать|3
788|сообщении пресс|3
789|месте происшествия|3
790|россии сергей|3
791|жилья москвы|3
792|произошел вечером|3
793|стоимость оценивается|3
794|нижнюю палату|3
795|глава украины|3
796|отмечает газета|3
797|тюремное заключение|3
798|июня субботу|3
799|мировых цен|3
800|обвиняют поддержке|3
801|россии миллиардов|3
802|президента алексей|3
803|теракта погибли|3
804|причастность убийству|3
805|тайип эрдоган|3
806|сергей аксенов|3
807|которым задержан|3
808|релизе агентства|3
809|исследовательского агентства|3
810|борту квадратов|3
811|причины взрыва|3
812|январе сообщалось|3
813|рф подчеркнул|3
814|воскресенье сентября|3
815|числе детские|3
816|чемпионате украины|3
817|финансовую помощь|3
818|члены экипажа|3
819|сделки миллиардов|3
820|генштаба рф|3
821|службы рф|3
822|телесных повреждений|3
823|федерального округа|3
824|покинуть пост|3
825|челябинской области|3
826|опубликован июня|3
827|расследование отношении|3
828|намерена принять|3
829|федеральном уровне|3
830|черного цвета|3
831|подписал президент|3
832|признаны виновными|3
833|ввп страны|3
834|ходе беседы|3
835|ноябре го|3
836|рф россии|3
837|нового президента|3
838|финансов антон|3
839|котором находился|3
840|международные резервы|3
841|палестинской автономии|3
842|считает глава|3
843|помощи москвы|3
844|россии долларов|3
845|начале ноября|3
846|ходе торгов|3
847|годом ранее|3
848|лидер отметил|3
849|реджеп тайип|3
850|декабря сообщалось|3
851|обстоятельства смерти|3
852|данным агентства|3
853|московского университета|3
854|утром субботу|3
855|проживает порядка|3
856|вместо процента|3
857|результаты голосования|3
858|общие аппараты|3
859|президент пресс|3
860|является членом|3
861|результате нескольких|3
862|северной ирландии|3
863|массы вселенной|3
864|подписал соглашение|3
865|речь шла|3
866|трех месяцев|3
867|аварии погибли|3
868|утром апреля|3
869|одесской области|3
870|газета аргументы|3
871|всей стране|3
872|количество погибших|3
873|числе трое|3
874|штрафной изолятор|3
875|задержанных возбуждено|3
876|принимал участие|3
877|следующее заседание|3
878|россии александр|3
879|незаконных вооруженных|3
880|погибшие солдаты|3
881|левого фронта|3
882|министерства транспорта|3
883|своем сайте|3
884|сотрудников правоохранительных|3
885|леонид кучма|3
886|обстоятельства инцидента|3
887|дипломатической службе|3
888|уголовного дела|3
889|результате нападения|3
890|мэрии москвы|3
891|анкара юлия|3
892|принял резолюцию|3
893|удалось обнаружить|3
894|июня президент|3
895|долларов сша|3
896|гибели людей|3
897|административный суд|3
898|большая высота|3
899|долларов долларов|3
900|последние дни|3
901|расследования поводу|3
902|отношении военнослужащих|3
903|конце декабря|3
904|исламское государство|3
905|взрывное устройство|3
906|регулярном чемпионате|3
907|начале июля|3
908|администрации украины|3
909|администрации города|3
910|провел испытание|3
911|саратовской области|3
912|котором проживают|3
913|составит рублей|3
914|местного отделения|3
915|находится январе|3
916|чемпионате рф|3
917|завершилась вничью|3
918|рабочем месте|3
919|палаты представителей|3
920|россии михаил|3
921|христа спасителя|3
922|отметил результате|3
923|белорусской стороне|3
924|безопасности москвы|3
925|народный фронт|3
926|правительство республики|3
927|итогам торгов|3
928|случае февраля|3
929|июня го|3
930|оперативная группа|3
931|источник риа|3
932|мария захарова|3
933|проект бюджета|3
934|долларов миллиардов|3
935|объем предложения|3
936|получили тяжелые|3
937|северного флота|3
938|россии алексей|3
939|расследование обстоятельств|3
940|сша приняли|3
941|общего режима|3
942|службы безопасности|3
943|намерении бороться|3
944|политические силы|3
945|такими помощью|3
946|ходе осмотра|3
947|словам представителя|3
948|чемпионате европы|3
949|решение введении|3
950|процент респондентов|3
951|российских властей|3
952|президент белоруссии|3
953|произошел среду|3
954|корпоративных клиентов|3
955|владимир яковлев|3
956|комментируют происходящее|3
957|обязанности президента|3
958|первом туре|3
959|матче счет|3
960|бывшего сотрудника|3
961|военной кампании|3
962|стран экспортеров|3
963|решения суда|3
964|нескольких месяцев|3
965|специальная комиссия|3
966|тысячи километров|3
967|поддержке россии|3
968|вечером июня|3
969|июня газета|3
970|итар тасс|3
971|части страны|3
972|главы мвд|3
973|аварии возбуждено|3
974|соответствие глав|2
975|поверхности грузино|2
976|образом оспорить|2
977|евросети статистике|2
978|управления дмитрий|2
979|сообщил вероятно|2
980|человека станции|2
981|конфликт машине|2
982|подал среду|2
983|последние недели|2
984|аварии пострадал|2
985|ипотечных сделок|2
986|экстремистских материалов|2
987|отношении компаний|2
988|признал хочет|2
989|полиция пытается|2
990|проект новой|2
991|пострадавший задержан|2
992|конкурсной основе|2
993|высказались счет|2
994|алексей улюкаев|2
995|соединенных штатов|2
996|глава генштаба|2
997|настоящему сша|2
998|решение заморозить|2
999|месте результате|2
1000|пост тренера|2
1001|идет привлечении|2
1002|власти задержаны|2
1003|планирует менять|2
1004|процента миллиона|2
1005|итогам встречи|2
1006|адрес тимошенко|2
1007|издание официальном|2
1008|подготовки летчиков|2
1009|сообщалось хочет|2
1010|иранские коллеги|2
1011|доставлен состоянии|2
1012|выше считалось|2
1013|полузащитник провел|2
1014|андрей воробьев|2
1015|связи распространением|2
1016|евгений миронов|2
1017|оказания помощи|2
1018|глава комитета|2
1019|период июня|2
1020|отношении суда|2
1021|палестинской администрации|2
1022|иностранным участием|2
1023|адрес правоохранительных|2
1024|ученым обстоятельства|2
1025|введение санкций|2
1026|источник полиции|2
1027|теракта автомобиле|2
1028|задержаны человека|2
1029|причины аварии|2
1030|действий введении|2
1031|ликвидацию последствий|2
1032|получили миллиарда|2
1033|союз европейских|2
1034|заявил получил|2
1035|отстранен занимаемой|2
1036|администрация магазина|2
1037|интерфакс талибана|2
1038|российским клубом|2
1039|преступным путем|2
1040|процента ввп|2
1041|релизе отмечается|2
1042|газа январе|2
1043|официальным данным|2
1044|города погибли|2
1045|несмотря усилия|2
1046|власти интервью|2
1047|аналогичным периодом|2
1048|рф принято|2
1049|ходе результате|2
1050|службы числе|2
1051|действия отношении|2
1052|министерства иностранных|2
1053|задержан примерно|2
1054|считаются пропавшими|2
1055|пост заместителя|2
1056|боевой радиус|2
1057|странами российских|2
1058|людей получили|2
1059|марте главы|2
1060|первом официальном|2
1061|отказались принять|2
1062|апреля интервью|2
1063|состоянии россии|2
1064|компания заявила|2
1065|введении эмбарго|2
1066|очередь северной|2
1067|биржевых показателей|2
1068|полномочиями получили|2
1069|президент сирии|2
1070|воздушного судна|2
1071|четверг журналистам|2
1072|гувд москвы|2
1073|парламента области|2
1074|стороны россии|2
1075|морской пехоты|2
1076|нижнего новгорода|2
1077|составляет фунтов|2
1078|верховную показания|2
1079|талибана левого|2
1080|дополнительные средства|2
1081|стоимость активов|2
1082|предложили принять|2
1083|геннадий зюганов|2
1084|сектора федерации|2
1085|протеста марте|2
1086|сша тысячи|2
1087|воскресенье вечером|2
1088|середине февраля|2
1089|россии владимира|2
1090|первом полугодии|2
1091|летнего подростка|2
1092|октября четверг|2
1093|заявил сможет|2
1094|чемпионате сша|2
1095|начали поставлять|2
1096|лишение гражданства|2
1097|ходе программы|2
1098|газпроме юкоса|2
1099|бюджета страны|2
1100|удальцова найдены|2
1101|москвы александра|2
1102|министр задержан|2
1103|общая площадь|2
1104|здание сотрудника|2
1105|иране насчитывается|2
1106|ладен пострадал|2
1107|произошедшем родителям|2
1108|сорвать зарплату|2
1109|февраля февраля|2
1110|российской стороны|2
1111|отношении приняли|2
1112|ходе проверок|2
1113|местные правоохранительные|2
1114|отношении рассмотрено|2
1115|президентских выборов|2
1116|пропавшими вести|2
1117|стало декабря|2
1118|официально случае|2
1119|нескольким статьям|2
1120|москвы котором|2
1121|свердловской области|2
1122|попытались сорвать|2
1123|удалось покинуть|2
1124|апелляционный комитет|2
1125|совет безопасности|2
1126|окружной административный|2
1127|двое неизвестных|2
1128|ходе событий|2
1129|числе родители|2
1130|причастны тела|2
1131|ответственность произошедшее|2
1132|сотрудники полиции|2
1133|сентября текущего|2
1134|главного правительства|2
1135|ранены двое|2
1136|создана северной|2
1137|сложности отношении|2
1138|ведомства рф|2
1139|составили миллиарда|2
1140|вконтакте летняя|2
1141|проходит пожар|2
1142|америке погибли|2
1143|чемпионате кхл|2
1144|бронзу чемпионата|2
1145|соответствующей информацией|2
1146|ссылкой источники|2
1147|юкоса службу|2
1148|заявил принято|2
1149|плохой парень|2
1150|москвы сергей|2
1151|журналисты объявлен|2
1152|счет большого|2
1153|организации компании|2
1154|рассказал получил|2
1155|лидер партии|2
1156|первое заседание|2
1157|местного самоуправления|2
1158|представителя мвд|2
1159|сирии погиб|2
1160|глава чечни|2
1161|юрий чайка|2
1162|сша аренду|2
1163|заявили намерен|2
1164|февраля интервью|2
1165|сообщает русская|2
1166|коммерсант спорт|2
1167|ноября президент|2
1168|массовые протесты|2
1169|обратился пожизненному|2
1170|лиги чемпионов|2
