|word|wordcount
135|сша приняли участие|3
136|уголовное возбуждено уголовное|3
137|тысячи квадратных километров|3
138|среду воскресенье июня|3
139|ссылкой источник правоохранительных|3
140|сотрудников правоохранительных органов|3
141|среди задержанных возбуждены|3
142|первом матче финала|3
143|вице премьер аркадий|3
144|гу мчс рф|3
145|инцидента погибли человека|3
146|сергей лавров сообщил|3
147|службе гу мчс|3
148|декабря стало известно|3
149|результате теракта погибли|3
150|михаил касьянов заявил|3
151|аварии возбуждено уголовное|3
152|турецкий лидер заявил|3
153|сообщению риа новости|3
154|го тура чемпионата|3
155|стран экспортеров нефти|3
156|источник риа новости|3
157|указ подписал президент|3
158|риа новости источник|3
159|речь идет деятельности|3
160|россии возбуждено уголовное|3
161|долларов миллиарда долларов|3
162|составляет тысячи рублей|3
163|сумма сделки миллиардов|3
164|задержанных возбуждены уголовные|3
165|правоохранительных органов получили|3
166|инцидент произошел субботу|3
167|указ подписал соглашение|3
168|сделки составила миллиардов|3
169|секретарь президента сша|3
170|президент россии михаил|3
171|факту аварии возбуждено|3
172|президента сша барака|3
173|своем официальном сайте|3
174|составляет миллиарда рублей|3
175|матч завершился счетом|3
176|анкара юлия тимошенко|3
177|украинская эхо москвы|3
178|администрации президента сша|3
179|алексей миллер заявлял|3
180|среди мирного населения|3
181|россии дмитрий медведев|3
182|ипотечных кредитов составляет|3
183|инцидент произошел среду|3
184|рф владимир путин|3
185|подобный инцидент произошел|3
186|воскресенье июня сообщил|3
187|реджеп тайип эрдоган|3
188|общая сумма сделки|3
189|инцидент произошел вечером|3
190|результате аварии погибли|3
191|республики войсками страны|3
192|рф подтвердили факт|3
193|народной республики войсками|3
194|крупнейших правоохранительных органов|3
195|стоимость каждого населения|2
196|обстоятельства инцидента возбуждено|2
197|российских вкс россии|2
198|рф сергей собянин|2
199|аналогичным периодом прошлого|2
200|петр порошенко сообщил|2
201|риа эхо москвы|2
202|получили тяжелые ранения|2
203|решение усилить охрану|2
204|состоянии алкогольного опьянения|2
205|слова риа новости|2
206|президент дмитрий медведев|2
207|партии регионов россии|2
208|следствие тесно сотрудничал|2
209|управления дмитрий медведев|2
210|результате ранения получили|2
211|храме христа спасителя|2
212|результате происшествия погиб|2
213|мировой суд признал|2
214|суд москвы арестовал|2
215|отношении владимира путина|2
216|составляет миллиона долларов|2
217|прямую трансляцию игр|2
218|мид рф россии|2
219|сообщении пресс релизе|2
220|пресс служба рф|2
221|народной республики возложил|2
222|пресс релизе отмечается|2
223|россии эхо москвы|2
224|новости ссылкой источник|2
225|воскресенье июня среду|2
226|премьер министр иностранных|2
227|республики федор ющенко|2
228|израиля окружающей среды|2
229|суд москвы владимир|2
230|ценные бумаги процента|2
231|инцидент произошел пожар|2
232|приняли участие долларов|2
233|июня сообщил риа|2
234|глава российского футбольного|2
235|республики реджеп тайип|2
236|результате аварии пострадал|2
237|сирии возбуждено уголовное|2
238|президента петра порошенко|2
239|совет директоров принимают|2
240|ходе расследования поводу|2
241|министра финансов антон|2
242|колонии общего режима|2
243|председатель совета директоров|2
244|результате обстрела пострадал|2
245|стоимость примерно долларов|2
246|сообщает пресс служба|2
247|соответствующая информация содержится|2
248|эльвира набиуллина ввела|2
249|составляет миллиона рублей|2
250|таким образом мораторий|2
251|представитель мвд рф|2
252|общей сложности отношении|2
253|штрафу миллиардов долларов|2
254|приняли участие мвд|2
255|газпроме эхо москвы|2
256|процедура присоединения полуострова|2
257|процент респондентов ответили|2
258|уголовное возбуждено отношении|2
259|союз европейских футбольных|2
260|речь идет выводе|2
261|премьер министра россии|2
262|создана северной африке|2
263|глава генштаба рф|2
264|российского футбольного клуба|2
265|росбалт британского посольства|2
266|кубометров газа счет|2
267|суд центрального района|2
268|эхо москвы сша|2
269|адрес правоохранительных органах|2
270|результате погибли человека|2
271|слова передает агентство|2
272|предъявлены обвинения части|2
273|президента рф наталья|2
274|издание официальном сайте|2
275|проголосовали процента голосов|2
276|кубометров газа миллиарда|2
277|счет большого объема|2
278|встреча завершилась вничью|2
279|федеральная антимонопольная служба|2
280|первом матче счет|2
281|слова приводит агентство|2
282|слушание делу убийстве|2
283|сообщается сайте мвд|2
284|стоимость составляет миллиона|2
285|долларов миллиардов долларов|2
286|готовы обжаловать решение|2
287|результате врезался здание|2
288|требованиям министерства транспорта|2
289|отстранен занимаемой должности|2
290|инцидента возбуждено уголовное|2
291|местные власти призывают|2
292|словам представителя министерства|2
293|пост президента сша|2
294|опубликовал открытое письмо|2
295|алексей кудрин заявлял|2
296|составила тысячи квадратных|2
297|согласно законопроекту сообщалось|2
298|октября стало известно|2
299|создана специальная комиссия|2
300|воскресенье июня ссылкой|2
301|народной республики федор|2
302|получили миллиарда долларов|2
303|би би си|2
304|глава государства сообщил|2
305|россии алексей кудрин|2
306|официального премьер аркадий|2
307|воскресенье вечером июня|2
308|результате инцидента получили|2
309|обратился пожизненному заключению|2
310|президент владимир путин|2
311|произошел вечером воскресенье|2
312|сергей миронов неоднократно|2
313|борту квадратов квадратов|2
314|возбуждено уголовное конца|2
315|членов партии регионов|2
316|стоимость жилья москвы|2
317|данным эха москвы|2
318|владимир путин напомнил|2
319|турецкий лидер партии|2
320|отставку министра финансов|2
321|инцидент произошел апреля|2
322|российского мид сергей|2
323|акции протеста отношении|2
324|введен оперативный план|2
325|агентству риа новости|2
326|сделки составила ввп|2
327|речь идет введении|2
328|администрация президента рф|2
329|писала газета коммерсантъ|2
330|мая мэр москвы|2
331|долларов сравнению прошлым|2
332|сотрудника правоохранительных органов|2
333|врезался здание сотрудника|2
334|ранее предполагалось известно|2
335|площадь составляет миллиарда|2
336|задержанных возбуждено отношении|2
337|нападения возбуждено уголовное|2
338|встреча завершилась золото|2
339|спасательных работах установлены|2
340|риа новости коммерсант|2
341|идет выводе отношении|2
342|эхо москвы александра|2
343|словам очевидцев состоянии|2
344|июля стало известно|2
345|президент израиля окружающей|2
346|составила миллиарда рублей|2
347|суд владимир яковлев|2
348|занимал пост заместителя|2
349|сделки составляет долларов|2
350|президента сша россии|2
351|россии михаил касьянов|2
352|прямую трансляцию встречи|2
353|окружной административный суд|2
354|взяла запрещенная россии|2
355|занимал должность заместителя|2
356|выполнению минских соглашений|2
357|результате автомобиль врезался|2
358|радиостанции эхо москвы|2
359|признаны виновными злоупотреблении|2
360|мера пресечения виде|2
361|рф дмитрий медведев|2
362|газа миллиарда долларов|2
363|речь идет предоставлении|2
364|баррелей тротиловом эквиваленте|2
365|официальный представитель министерства|2
366|народной республики реджеп|2
367|глава мвд украины|2
368|американской валюты процента|2
369|таким образом оспорить|2
370|скорой помощи москвы|2
371|лишения свободы прессы|2
372|обязанности президента сша|2
373|участие пресс службе|2
374|чемпионат мария шарапова|2
375|риа новости ходе|2
376|сотрудники мвд рф|2
377|президента украины виктора|2
378|чрезвычайное положение президента|2
379|российского мид рф|2
380|данному факту произошедшего|2
381|рф алексей кудрин|2
382|пресс службы рф|2
383|возбудила уголовное статье|2
384|процента миллиардов кубометров|2
385|сделки миллиардов долларов|2
386|глава администрации украины|2
387|рф сергей миронов|2
388|меньшей мере счет|2
389|экс премьер министр|2
390|евросети чрезвычайное положение|2
391|эхо москвы интерфакс|2
392|представители президента чечни|2
393|документе скп рф|2
394|должность главного тренера|2
395|изданию риа новости|2
396|собирается обжаловать решение|2
397|пост президента вопросы|2
398|сообщили риа новости|2
399|тура группового этапа|2
400|министерства иностранных рф|2
401|сообщает агентство интерфакс|2
402|прокуратура рф юрий|2
403|сша сергей убежден|2
404|кубометров газа долларов|2
405|информации иностранным компаниям|2
406|правоохранительных органов опубликовали|2
407|войны возбуждено уголовное|2
408|решение принять участие|2
409|информагентства риа новости|2
410|бывшего президента рф|2
411|местные правоохранительные органы|2
412|решение введении эмбарго|2
413|населения составляет долларов|2
414|представитель министерства иностранных|2
415|партии регионов павел|2
416|председатель совета безопасности|2
417|коммерческий арбитражный суд|2
418|президент сирии михаил|2
419|заместителя председателя правления|2
420|стоимость составляет рублей|2
421|сергей шойгу заявил|2
422|президента виктора януковича|2
423|российский военный самолет|2
424|президент пресс службе|2
425|субботу глава мвд|2
426|сирии михаил касьянов|2
427|президент рф михаил|2
428|запрещенная россии группировка|2
429|президента сша состоятся|2
430|сообщается официальном пресс|2
431|верховном суде информагентства|1
432|концерта дальности составляет|1
433|возникнуть суд москвы|1
434|результате стрельбы ранения|1
435|защиты штаба итоге|1
436|приняты слова приводит|1
437|экипаж договорились готовности|1
438|дипломатического банковского сектора|1
439|пишет отношении терактах|1
440|сделки весной начали|1
441|принципиально запрещает оскар|1
442|единицы русском арене|1
443|проведении войны алеппо|1
444|кварталов проживает средней|1
445|статистике адрес тимошенко|1
446|поступило правительство немногим|1
447|специалисты практически апреля|1
448|механизмы отношении компаний|1
449|моделей сигареты неприкосновенности|1
450|состояние оценивается запрещенная|1
451|руки отношении молодых|1
452|рф ук рф|1
453|информация республику пассажиров|1
454|имеют мероприятий москвы|1
455|торговый пространстве мэра|1
456|разработчик фильмом неподалеку|1
457|напомнил которое ликвидации|1
458|июля местному исполнении|1
459|введении ноябре го|1
460|власти парламентские допустить|1
461|трети участников коммерсанта|1
462|кредитов миллиардов долларов|1
463|ведомств центробанка рф|1
464|направлено акции протеста|1
465|прошлым решение предоставлении|1
466|общественное президента сша|1
467|попытке название радиостанции|1
468|россии итогам апреля|1
469|россии своем блоге|1
470|статистике чемпионате рф|1
471|немцов отмечает риа|1
472|трех государствах регионов|1
473|области внутреннее расследование|1
474|войск направлен строительство|1
475|распоряжении пройти новые|1
476|стрельбы причастности убийству|1
477|приказ области вооружение|1
478|газпром интерфакс регионов|1
479|воскресенье отношении перевести|1
480|сборная россии миллиардов|1
481|евро проведение постановления|1
482|больнице среду бюллетеней|1
483|строительство участка отходов|1
484|начали организатор объявить|1
485|очереди популярности требованиям|1
486|проспекта стране состоится|1
487|суда признаны виновными|1
488|президента некоего впоследствии|1
489|предложили принять производство|1
490|ряда фигурантов ливийского|1
491|интерфакс интерфакс выступил|1
492|добавил автомобиль похищение|1
493|выборов правительства результат|1
494|хочет петицию введении|1
495|направления иностранцев россии|1
496|франции государств пост|1
497|порядка конца годов|1
498|начале спортивной новости|1
499|школы значительное крупнейших|1
500|аналитики цен газ|1
501|страны территории газпроме|1
502|больших безработных поскольку|1
503|газпрома незаконный оборот|1
504|юкоса шереметьево воскресенье|1
505|иностранной игры последних|1
506|воздействием спасательных работах|1
507|запрет вто возникла|1
508|заказ пятое федеральном|1
509|посещают связь доставки|1
510|кандидатов источники российских|1
511|согласно законопроекту интерфакс|1
512|клуб футболист сообщил|1
513|иностранцев россии долларов|1
514|палаты представителей полиции|1
515|писала крайней мере|1
516|должности начали поддерживать|1
517|стране имеются показатели|1
518|службы хизбаллы июня|1
519|доклад данным трассе|1
520|самостоятельно перестрелке борту|1
521|срок планет напал|1
522|прекращении урегулирования решаться|1
523|накануне принимал участие|1
524|возбудили уголовное делу|1
525|ликвидирован общественного транспорта|1
526|сроку выдали безопасность|1
527|управления сухопутных войск|1
528|изучили документом опасных|1
529|правоохранительных органов должности|1
530|турчинов пояснил тысячи|1
531|факту самолета четверг|1
532|ходе инцидента задержан|1
533|высказались счет увеличения|1
534|вице президент президент|1
535|декабря чрезвычайное положение|1
536|арестованы января больницах|1
537|дочери выделено тысячи|1
538|бывшие представители генштаба|1
539|мнению тимошенко украины|1
540|арестовал прогноз принимают|1
541|претендентом премьер предлагает|1
542|утверждала спортивных аэропортов|1
543|президента плохое вертолета|1
544|местного украинского ввп|1
545|го задержание тело|1
546|захарченко реальные миллиона|1
547|двумя взлетно президент|1
548|отметил планируется игре|1
549|поступок временно матвиенко|1
550|местонахождение возбуждено уголовное|1
551|глава транспортного средства|1
552|новости ссылкой втором|1
553|действия республики женская|1
554|кризис назначен минимум|1
555|экономики пресс службе|1
556|распространением товаров отделение|1
557|представитель правительства службе|1
558|вице президент суда|1
559|эвакуированы штрафу миллиардов|1
560|следующее заседание матери|1
561|нефти стали полностью|1
562|посольство германии башара|1
563|вторник днем минуте|1
564|официальный представитель генпрокуратуры|1
565|газетой городской администрации|1
566|пекин задержан остается|1
567|государство регионов массовое|1
568|верховном суде кризиса|1
569|уголовное хищении изготовление|1
570|окружающей лицензия возможно|1
571|бригады спецслужб контроль|1
572|иг высказались счет|1
573|большие сырье италии|1
574|максимальное наказание заключению|1
575|собеседника агентства этапов|1
576|российских военных военных|1
577|подать заявку использованием|1
578|израиля дипломатических возникнуть|1
579|север средства находиться|1
580|федор кириленко отказался|1
581|совете федерации британскую|1
582|рамзана кадырова ирак|1
583|дипмиссии словам необходимых|1
584|апреля заседании верховной|1
585|депутаты отказались россии|1
586|иностранные граждане страны|1
587|поводом публикации стран|1
588|оборот топлива доступна|1
589|бизнес дмитрий песков|1
590|отношении хранении оружия|1
591|пошел тонну финансирования|1
592|венесуэла расследование отношении|1
593|политические ошибку проводят|1
594|напомним политическое управление|1
595|популярность находились сша|1
596|турчинов рассказал газета|1
597|значительные слова приводит|1
598|поскольку нарушения отмена|1
599|сможет человека станции|1
600|родственники поезда электронная|1
601|банка снижена долларов|1
602|обращались вопросов службу|1
603|помогут суду ходе|1
604|высказывания состав официально|1
605|большее давление состоянии|1
606|работу квадратов решению|1
607|евгений убежден наград|1
608|числе миллиона тонн|1
609|расследование обстоятельств отмечает|1
610|села нафтогаза серьезными|1
611|признан четвертьфинале газпрома|1
612|площадка сумма внесен|1
613|находится стадии милана|1
614|агентство интерфакс украины|1
615|сената фбр заработал|1
616|являются возбуждено уголовное|1
617|неоднократно результатов зрения|1
618|глава мвд высокие|1
619|последних трех месяцев|1
620|российский певец стоят|1
621|минских законом эгидой|1
622|первую собрание зданиях|1
623|выйдет прокат ноября|1
624|январе сообщалось мероприятии|1
625|должность космических нарушениях|1
626|среди погибших пожаре|1
627|государственные бригады союз|1
628|россии заявляла возникнуть|1
629|полагают инцидент произошел|1
630|государственного уровня оборота|1
631|начали поставлять газ|1
632|соглашений талибана информации|1
633|числе камаз тысячи|1
634|разговора президента квартиры|1
635|атмосфере превышала уровень|1
636|виде рейса судей|1
637|виде дели иванов|1
638|преступления либо официальных|1
639|проект достигнута уклонении|1
640|финансовую помощь успели|1
641|сведениям статистике капитал|1
642|верховной рады наверное|1
643|словам президента сша|1
644|бюджет россии месяцев|1
645|возраст здание создан|1
646|возможностями первом матче|1
647|опрошенных левого фронта|1
648|информации беспилотники обамы|1
649|субботу миллиарда газа|1
650|адвокат газпрома вконтакте|1
651|четверг февраля конце|1
652|ходе рейда территории|1
653|окончания участников протеста|1
654|право проведение городов|1
655|какую хватает смерти|1
656|президент станет примет|1
657|официальных документах россии|1
658|брюссель историю япония|1
659|сумма сделки московскому|1
660|иностранцев виде конца|1
661|направил москвы годов|1
662|правила вторым сирии|1
663|мумбаи песков заявил|1
664|участием подобного отношении|1
665|полномочиями флорида юлия|1
666|выводе склада верховном|1
667|таиланде участие программе|1
668|подписан результатам служебной|1
669|частности вооруженные силы|1
670|утверждает стало декабря|1
671|языке английский язык|1
672|власти стали водитель|1
673|задержан полицией правительства|1
674|ранее сообщалось готов|1
675|палестинских территориях понедельника|1
676|полагают израиль пытается|1
677|тбилиси методы мнение|1
678|задержание тело исследований|1
679|пострадавших среди нарушителей|1
680|задержан вечером тонны|1
681|калашникова людей составляет|1
682|какое введении общей|1
683|решили выявить запрещенные|1
684|михаил касьянов потребовал|1
685|районе виновными направлении|1
686|первая семья плохо|1
687|комитета прокуратуре сергей|1
688|мнению специалистов центробанк|1
689|польшу президент начале|1
690|меньшей самолета клиники|1
691|субботу экспертизу выделено|1
692|главы городской группы|1
693|образом воскресенье апреля|1
694|дефолта мнению форма|1
695|отношении российских проблем|1
696|известно составляет результатов|1
697|компания словам очевидцев|1
698|поезде наказания востоке|1
699|точное количество победы|1
700|сторонников летней домодедово|1
701|годом ранее январе|1
702|июня опубликовал открытое|1
703|крест северной америке|1
704|конце октября тасс|1
705|состав период россиян|1
706|средства отношении передала|1
707|неделе мерседес имело|1
708|подозреваемых задержании получили|1
709|интерфакс выступил счетом|1
710|интересах месяце число|1
711|автомобиле форме мирных|1
712|трансляция преступления находился|1
713|направлении бытового исход|1
714|допросе уровне продукт|1
715|дипломаты привлекли удается|1
716|восьмерки евро цены|1
717|сроки нефти изменения|1
718|очевидцев местной политическую|1
719|россии проводятся президента|1
720|теракта автомобиле мали|1
721|настоящее сотрудники правоохранительных|1
722|вашингтона довести ученые|1
723|открыта проверка поскольку|1
724|управления начале игру|1
725|вводит генерального части|1
726|арестованного часов отмывании|1
727|отношении рассматриваться новое|1
728|одни столичных солдат|1
729|назначен секретарь требованием|1
730|экономических санкций право|1
731|урана позволило площадках|1
732|четверг апреля убит|1
733|рынке конце ноября|1
734|поддержка периодически подозревают|1
735|является одним счетом|1
736|трек мерседес вооруженных|1
737|апреля сочи словении|1
738|миллиона квадратов квадратов|1
739|составляет процента бюллетеней|1
740|президент петр порошенко|1
741|финала чемпионата футболу|1
742|информации гибели людей|1
743|грузино столько встречи|1
744|томской области евросети|1
745|камаз зависит мвд|1
746|подчеркнул министерство митинга|1
747|редакции делу отношении|1
748|участвовать газпроме декларацию|1
749|четверг июня четверг|1
750|планируется власти желание|1
751|приставы узнать намерении|1
752|решение покинуть страну|1
753|тимошенко президент россии|1
754|рубина приниматься причастности|1
755|обамы сфере информационных|1
756|стало известно намерении|1
757|открытого чемпионата сша|1
758|номинации какое либо|1
759|сентября начался апреле|1
760|путин напомнил исламистов|1
761|результате правоохранительных органах|1
762|здание криминальных структур|1
763|указанные миллиардов рублей|1
764|инцидент произошел месте|1
765|руки помещении месте|1
766|занимал пост состоянии|1
767|представители администрации сша|1
768|призвала назвать посетителям|1
769|саркози собирается покинуть|1
770|принять меры вопросу|1
771|ноября экраны стала|1
772|английского либо монеты|1
773|километров тысячи помощника|1
774|российских космических аппаратов|1
775|новости частном военнослужащих|1
776|ходе перестрелки приговорены|1
777|вконтакте вест рубин|1
778|тимошенко последние неизвестна|1
779|слова приводит пострадал|1
780|сына посол россии|1
781|принимают участие голосов|1
782|планируется тысячи числятся|1
783|идет новом встрече|1
784|сергей миронов александр|1
785|сервиса грозить низкий|1
786|евромайдана здание погиб|1
787|новости вопросы газпроме|1
788|период прошлого составило|1
789|инаугурации состоятся второго|1
790|внешнеполитического ведомства георгий|1
791|населенный пункт возбуждено|1
792|смены падении цен|1
793|собирается приговорить рублей|1
794|ежедневной газете платформа|1
795|информации администрации отмечается|1
796|первом чтении мая|1
797|поведение организованной гонгадзе|1
798|ахмадинеджад заявил обвинения|1
799|шум нескольким делам|1
800|жалобы сотрудника победитель|1
801|мнению вице премьер|1
802|сша украины стоит|1
803|типов виде государственным|1
804|государства полной интеграции|1
805|состоянии тяжелом весе|1
806|сборной россии февраля|1
807|декабря ходе подавляющее|1
808|здание белого дома|1
809|присоединения ряде крупных|1
810|россии являются предметом|1
811|области москвы террористов|1
812|обратился евросети прибытии|1
813|совет итогам банка|1
814|случаях голосовании обстрел|1
815|среду ближайшие золото|1
816|представителей республиканцев впервые|1
817|мвд мнению инвестор|1
818|введение санкций россии|1
819|смогла следует миллиарда|1
820|космосе публикацию эффекта|1
821|словам борту предыдущего|1
822|популярности результате мая|1
823|мирных жителей готова|1
